124.9625707906 124.9625707906 124.9657484945 124.9731329806 124.9863606753 125.0069162695 125.0353042067 125.0706107406 125.1107624927 125.1531816538 125.1954003824 125.2354202940 125.2718214070 125.3037137591 125.3306223914 125.3523629831 125.3689343126 125.3804342594 125.3869968371 125.3887449515 125.3857541694 125.3780250024 125.3654643425 125.3478806169 125.3250022418 125.2965354177 125.2622851720 125.2223707592 125.1775655435 125.1297633573 125.0824827101 125.0411283488 125.0124686685 125.0027411536 125.0146306682 125.0453575143 125.0885956771 125.1375013558 125.1866151946 125.2323934047 125.2729551990 125.3075872762 125.3362848724 125.3594170693 125.3775137287 125.3911437585 125.4008538563 125.4071442253 125.4104653320 125.4112254670 125.4098026735 125.4065570484 125.4018409908 125.3960060237 125.3894055662 125.3823936064 125.3753196886 125.3685209920 125.3623125358 125.3569766577 125.3527528673 125.3498289801 125.3483341531 125.3483341531 
124.9719214236 124.9719214236 124.9748048802 124.9816658123 124.9942660558 125.0142375567 125.0421667227 125.0770927175 125.1168353146 125.1587386528 125.2003171033 125.2396003897 125.2752158735 125.3063204869 125.3324768625 125.3535279199 125.3694920990 125.3804831353 125.3866503298 125.3881333125 125.3850262799 125.3773490443 125.3650253393 125.3478726395 125.3256125859 125.2979174836 125.2645167392 125.2253967767 125.1811336876 125.1333828470 125.0854746525 125.0428659539 125.0128399331 125.0025656300 125.0153439276 125.0477664520 125.0925625515 125.1423599028 125.1916327760 125.2370112188 125.2768395175 125.3105902265 125.3383829414 125.3606574225 125.3779759968 125.3909157904 125.4000176920 125.4057689193 125.4086042216 125.4089163113 125.4070696469 125.4034138975 125.3982948433 125.3920614303 125.3850684059 125.3776745261 125.3702367932 125.3631015849 125.3565938160 125.3510054146 125.3465843343 125.3435250863 125.3419614179 125.3419614179 
124.9878757468 124.9878757468 124.9903489583 124.9964631047 125.0081310633 125.0271738394 125.0542881375 125.0884457903 125.1273302052 125.1682013127 125.2085736419 125.2465337521 125.2807841704 125.3105500908 125.3354459751 125.3553509210 125.3703092662 125.3804565550 125.3859648690 125.3870006491 125.3836896171 125.3760859200 125.3641457217 125.3477091606 125.3264991819 125.3001518722 125.2683016207 125.2307566000 125.1878138369 125.1407662027 125.0926059710 125.0487388390 125.0170589059 125.0060823150 125.0201407509 125.0547745018 125.1013444237 125.1518445374 125.2007763183 125.2450836997 125.2834505550 125.3156088963 125.3418421169 125.3626768265 125.3787097013 125.3905198256 125.3986318044 125.4035076813 125.4055542326 125.4051374040 125.4025987416 125.3982705598 125.3924878086 125.3855954615 125.3779509000 125.3699213233 125.3618767116 125.3541793221 125.3471710549 125.3411602027 125.3364090324 125.3331233223 125.3314444926 125.3314444926 
125.0096176885 125.0096176885 125.0117242507 125.0171327039 125.0278304998 125.0457547907 125.0716805745 125.1045290210 125.1419079942 125.1810653092 125.2195715816 125.2556019522 125.2879461304 125.3158976420 125.3391174598 125.3575145234 125.3711543422 125.3801926890 125.3848268673 125.3852570113 125.3816517016 125.3741148266 125.3626537854 125.3471528571 125.3273600355 125.3029013910 125.2733453566 125.2383522742 125.1979631578 125.1530988123 125.1063213110 125.0627517573 125.0305360797 125.0192733168 125.0344039726 125.0703334697 125.1173122596 125.1670526352 125.2143084343 125.2564205015 125.2924128475 125.3222460192 125.3463311688 125.3652500890 125.3796081271 125.3899656316 125.3968138703 125.4005753543 125.4016167577 125.4002672423 125.3968376158 125.3916373418 125.3849874890 125.3772284783 125.3687221048 125.3598478652 125.3509941720 125.3425455822 125.3348676419 125.3282912164 125.3230980999 125.3195092529 125.3176763085 125.3176763085 
125.0365263728 125.0365263728 125.0384349089 125.0433915110 125.0533033379 125.0700475177 125.0943822957 125.1252421400 125.1603064562 125.1969433910 125.2328573134 125.2663396323 125.2962642727 125.3219765698 125.3431645892 125.3597501881 125.3718079199 125.3795073048 125.3830703245 125.3827362685 125.3787279524 125.3712160225 125.3602814440 125.3458803358 125.3278200528 125.3057609985 125.2792660844 125.2479313415 125.2116493457 125.1710777728 125.1283791149 125.0881683848 125.0581401234 125.0478176488 125.0630061303 125.0977164722 125.1422426067 125.1887119677 125.2323440409 125.2708362598 125.3034336698 125.3302086803 125.3516102835 125.3682125062 125.3805866660 125.3892450814 125.3946247784 125.3970930847 125.3969644529 125.3945218556 125.3900383626 125.3837959417 125.3760995296 125.3672851617 125.3577215551 125.3478051039 125.3379488727 125.3285668708 125.3200555563 125.3127749504 125.3070316854 125.3030656806 125.3010410834 125.3010410834 
125.0674198458 125.0674198458 125.0693355504 125.0741638249 125.0835633079 125.0991459078 125.1215309773 125.1497538566 125.1817373210 125.2151099397 125.2477836821 125.2781862515 125.3052652840 125.3283952783 125.3472673638 125.3617960228 125.3720503049 125.3782053503 125.3805063669 125.3792371755 125.3746870278 125.3671120574 125.3566914696 125.3434834081 125.3273910193 125.3081550643 125.2853956750 125.2587342685 125.2280396098 125.1938559122 125.1580577159 125.1246484540 125.1001985737 125.0925830797 125.1062937742 125.1366230445 125.1754774875 125.2160665132 125.2541719133 125.2877246592 125.3160285180 125.3391314624 125.3574224106 125.3714020263 125.3815646292 125.3883459606 125.3921090178 125.3931514848 125.3917246004 125.3880567477 125.3823771315 125.3749363396 125.3660216331 125.3559655722 125.3451471806 125.3339854256 125.3229255130 125.3124194106 125.3029029965 125.2947729444 125.2883664858 125.2839462916 125.2816911000 125.2816911000 
125.1004196632 125.1004196632 125.1024779929 125.1073891954 125.1164540089 125.1308967303 125.1511321683 125.1763361747 125.2047725536 125.2344195517 125.2634481784 125.2904381130 125.3144038964 125.3347322919 125.3510985567 125.3633931193 125.3716671758 125.3760945637 125.3769430329 125.3745471777 125.3692762184 125.3614922504 125.3514988039 125.3394856335 125.3254828377 125.3093440630 125.2907832650 125.2694926497 125.2453728905 125.2189069686 125.1916808969 125.1669305560 125.1496719219 125.1454931202 125.1572543070 125.1818479206 125.2134300836 125.2467172116 125.2781994898 125.3060278706 125.3294960246 125.3485559045 125.3634796098 125.3746540992 125.3824690498 125.3872644183 125.3893151682 125.3888385440 125.3860139642 125.3810084119 125.3740021807 125.3652113644 125.3549046430 125.3434127046 125.3311291938 125.3185026247 125.3060195101 125.2941801814 125.2834702498 125.2743318848 125.2671393190 125.2621817251 125.2596540897 125.2596540897 
125.1332965965 125.1332965965 125.1355270479 125.1405641953 125.1493292347 125.1626462954 125.1807237265 125.2028685220 125.2276880344 125.2535249497 125.2788242921 125.3023250244 125.3231073591 125.3405632308 125.3543422833 125.3643010758 125.3704649991 125.3730021595 125.3722035854 125.3684621085 125.3622421438 125.3540344965 125.3442950259 125.3333738656 125.3214517365 125.3085084015 125.2943513504 125.2787286759 125.2615411673 125.2431548294 125.2247794746 125.2087812394 125.1986033503 125.1977898259 125.2079611324 125.2272213857 125.2517342471 125.2777369762 125.3025191420 125.3245214383 125.3430608209 125.3580027511 125.3695010784 125.3778239273 125.3832504125 125.3860187602 125.3863100088 125.3842551836 125.3799564078 125.3735144019 125.3650566770 125.3547624070 125.3428812466 125.3297441306 125.3157645028 125.3014288374 125.2872761960 125.2738681824 125.2617529129 125.2514287140 125.2433139704 125.2377277999 125.2348822339 125.2348822339 
125.1639569341 125.1639569341 125.1663143414 125.1714087820 125.1798275631 125.1920537492 125.2081227489 125.2274416417 125.2489049867 125.2711769710 125.2929555493 125.3131321585 125.3308512817 125.3455088612 125.3567261954 125.3643218409 125.3682910606 125.3687936120 125.3661453035 125.3608054495 125.3533507312 125.3444268372 125.3346742433 125.3246347793 125.3146598588 125.3048537375 125.2950873030 125.2851046118 125.2747207359 125.2640844832 125.2539479075 125.2458262189 125.2418456559 125.2440573223 125.2532963094 125.2684323902 125.2870900809 125.3067689752 125.3255266688 125.3421522886 125.3560557665 125.3670701233 125.3752667824 125.3808168527 125.3839011480 125.3846620864 125.3831885504 125.3795245017 125.3736924465 125.3657239053 125.3556907733 125.3437332943 125.3300817455 125.3150695729 125.2991358257 125.2828148455 125.2667119941 125.2514663368 125.2377046073 125.2259943955 125.2168062015 125.2104916883 125.2072790514 125.2072790514 
125.1907857131 125.1907857131 125.1932001685 125.1982533192 125.2062741518 125.2174887178 125.2318029682 125.2486915632 125.2672618828 125.2864297819 125.3051014678 125.3222997280 125.3372263475 125.3492799936 125.3580529468 125.3633236528 125.3650538276 125.3633918755 125.3586788060 125.3514481123 125.3424073714 125.3323882682 125.3222563960 125.3127855375 125.3045225293 125.2976895378 125.2921742982 125.2876338127 125.2836935741 125.2801893562 125.2773785966 125.2760297932 125.2772816145 125.2822016311 125.2911658735 125.3034983309 125.3177849680 125.3324585635 125.3462270333 125.3582357907 125.3680418127 125.3755038039 125.3806577358 125.3836111603 125.3844685560 125.3832898366 125.3800788887 125.3747956097 125.3673831820 125.3578025644 125.3460678657 125.3322783108 125.3166439264 125.2995024451 125.2813244885 125.2627035900 125.2443281744 125.2269352941 125.2112510468 125.1979287816 125.1874999349 125.1803495222 125.1767179308 125.1767179308 
