124.9625819651 124.9625819651 124.9657596660 124.9731441449 124.9863718264 125.0069273995 125.0353153071 125.0706218039 125.1107735137 125.1531926298 125.1954113135 125.2354311825 125.2718322565 125.3037245743 125.3306331774 125.3523737451 125.3689450556 125.3804449887 125.3870075575 125.3887556680 125.3857648867 125.3780357255 125.3654750762 125.3478913665 125.3250130128 125.2965462158 125.2622960030 125.2223816289 125.1775764568 125.1297743169 125.0824937154 125.0411393938 125.0124797405 125.0027522336 125.0146417348 125.0453685488 125.0886066675 125.1375122968 125.1866260868 125.2324042522 125.2729660084 125.3075980547 125.3362956275 125.3594278084 125.3775244585 125.3911544853 125.4008645858 125.4071549624 125.4104760811 125.4112362316 125.4098134565 125.4065678521 125.4018518167 125.3960168727 125.3894164384 125.3824045013 125.3753306049 125.3685319280 125.3623234892 125.3569876255 125.3527638463 125.3498399668 125.3483451437 125.3483451437 
124.9719325788 124.9719325788 124.9748160328 124.9816769584 124.9942771894 125.0142486701 125.0421778072 125.0771037655 125.1168463208 125.1587496148 125.2003280214 125.2396112661 125.2752267120 125.3063312921 125.3324876394 125.3535386735 125.3695028345 125.3804938576 125.3866610437 125.3881440227 125.3850369910 125.3773597612 125.3650360666 125.3478833823 125.3256233496 125.2979282737 125.2645275616 125.2254076372 125.1811445912 125.1333937972 125.0854856493 125.0428769918 125.0128509993 125.0025767049 125.0153549882 125.0477774789 125.0925735326 125.1423708337 125.1916436578 125.2370220563 125.2768503175 125.3106009964 125.3383936890 125.3606681550 125.3779867210 125.3909265126 125.4000284178 125.4057796537 125.4086149689 125.4089270751 125.4070804301 125.4034247024 125.3983056714 125.3920722823 125.3850792822 125.3776854258 125.3702477153 125.3631125274 125.3566047765 125.3510163902 125.3465953216 125.3435360815 125.3419724172 125.3419724172 
124.9878868697 124.9878868697 124.9903600792 124.9964742199 125.0081421673 125.0271849244 125.0542991949 125.0884568123 125.1273411868 125.1682122515 125.2085845384 125.2465446087 125.2807949909 125.3105608797 125.3354567372 125.3553616613 125.3703199895 125.3804672660 125.3859755723 125.3870113492 125.3837003183 125.3760966268 125.3641564387 125.3477198924 125.3265099337 125.3001626493 125.2683124288 125.2307674449 125.1878247240 125.1407771360 125.0926169514 125.0487498620 125.0170699592 125.0060933778 125.0201517983 125.0547855132 125.1013553876 125.1518554502 125.2007871822 125.2450945204 125.2834613395 125.3156196523 125.3418528521 125.3626875483 125.3787204164 125.3905305403 125.3986425243 125.4035184112 125.4055649770 125.4051481665 125.4026095251 125.3982813665 125.3924986402 125.3856063187 125.3779617828 125.3699322312 125.3618876432 125.3541902755 125.3471820275 125.3411711912 125.3364200333 125.3331343317 125.3314555062 125.3314555062 
125.0096287685 125.0096287685 125.0117353291 125.0171437776 125.0278415637 125.0457658371 125.0716915949 125.1045400079 125.1419189428 125.1810762173 125.2195824499 125.2556127832 125.2879569277 125.3159084100 125.3391282030 125.3575252466 125.3711650500 125.3802033857 125.3848375572 125.3852676986 125.3816623903 125.3741255208 125.3626644893 125.3471635751 125.3273707721 125.3029121514 125.2733561460 125.2383630984 125.1979740221 125.1531097211 125.1063322660 125.0627627550 125.0305471085 125.0192843556 125.0344149949 125.0703444549 125.1173231967 125.1670635219 125.2143192737 125.2564312996 125.2924236117 125.3222567572 125.3463418884 125.3652607972 125.3796188308 125.3899763368 125.3968245826 125.4005860787 125.4016274985 125.4002780032 125.3968483998 125.3916481511 125.3849983251 125.3772393421 125.3687329964 125.3598587838 125.3510051162 125.3425565498 125.3348786302 125.3283022219 125.3231091188 125.3195202809 125.3176873411 125.3176873411 
125.0365374007 125.0365374007 125.0384459355 125.0434025336 125.0533143518 125.0700585158 125.0943932700 125.1252530835 125.1603173644 125.1969542622 125.2328681482 125.2663504331 125.2962750429 125.3219873135 125.3431753107 125.3597608918 125.3718186098 125.3795179852 125.3830809991 125.3827469412 125.3787386268 125.3712267024 125.3602921330 125.3458910379 125.3278307720 125.3057717394 125.2792768518 125.2479421405 125.2116601814 125.1710886493 125.1283900342 125.0881793440 125.0581511119 125.0478286467 125.0630171118 125.0977274179 125.1422535066 125.1887228203 125.2323548496 125.2708470306 125.3034444100 125.3302193973 125.3516209847 125.3682231987 125.3805973563 125.3892557756 125.3946354821 125.3971038028 125.3969751897 125.3945326149 125.3900491473 125.3838067542 125.3761103714 125.3672960337 125.3577324573 125.3478160355 125.3379598322 125.3285778557 125.3200665637 125.3127859765 125.3070427260 125.3030767312 125.3010521390 125.3010521390 
125.0674308141 125.0674308141 125.0693465175 125.0741747885 125.0835742637 125.0991568494 125.1215418979 125.1497647500 125.1817481832 125.2151207690 125.2477944793 125.2781970187 125.3052760243 125.3284059953 125.3472780614 125.3618067050 125.3720609754 125.3782160128 125.3805170249 125.3792478324 125.3746976867 125.3671227217 125.3567021425 125.3434940929 125.3274017196 125.3081657838 125.2854064179 125.2587450391 125.2280504122 125.1938667499 125.1580685902 125.1246593621 125.1002095062 125.0925940192 125.1063046992 125.1366339379 125.1754883408 125.2160773248 125.2541826863 125.2877353991 125.3160392313 125.3391421562 125.3574330918 125.3714127017 125.3815753050 125.3883566430 125.3921197122 125.3931621961 125.3917353330 125.3880675054 125.3823879173 125.3749471561 125.3660324817 125.3559764538 125.3451580953 125.3339963724 125.3229364902 125.3124304157 125.3029140262 125.2947839946 125.2883775520 125.2839573687 125.2817021825 125.2817021825 
125.1004305670 125.1004305670 125.1024888955 125.1074000947 125.1164649011 125.1309076102 125.1511430301 125.1763470133 125.2047833656 125.2344303359 125.2634589352 125.2904488442 125.3144146047 125.3347429805 125.3511092290 125.3634037788 125.3716778258 125.3761052074 125.3769536734 125.3745578180 125.3692868612 125.3615028986 125.3515094600 125.3394963005 125.3254935182 125.3093547602 125.2907939821 125.2695033899 125.2453836570 125.2189177636 125.1916917211 125.1669414061 125.1496827899 125.1455039924 125.1572651668 125.1818587547 125.2134408848 125.2467279783 125.2782102242 125.3060385773 125.3295067093 125.3485665737 125.3634902699 125.3746647565 125.3824797105 125.3872750883 125.3893258529 125.3888492484 125.3860246926 125.3810191683 125.3740129682 125.3652221855 125.3549154995 125.3434235973 125.3311401227 125.3185135889 125.3060305078 125.2941912098 125.2834813051 125.2743429627 125.2671504145 125.2621928325 125.2596652031 125.2596652031 
125.1333074337 125.1333074337 125.1355378839 125.1405750281 125.1493400612 125.1626571115 125.1807345275 125.2028793040 125.2276987947 125.2535356872 125.2788350072 125.3023357186 125.3231180345 125.3405738902 125.3543529296 125.3643117120 125.3704756280 125.3730127841 125.3722142082 125.3684727320 125.3622527704 125.3540451284 125.3443056653 125.3333845146 125.3214623973 125.3085190763 125.2943620414 125.2787393855 125.2615518975 125.2431655813 125.2247902480 125.2087920312 125.1986141538 125.1978006308 125.2079719270 125.2272321601 125.2517449956 125.2777476973 125.3025298372 125.3245321114 125.3430714767 125.3580133954 125.3695117171 125.3778345663 125.3832610578 125.3860294176 125.3863206837 125.3842658810 125.3799671322 125.3735251573 125.3650674667 125.3547732337 125.3428921120 125.3297550359 125.3157754478 125.3014398213 125.2872872167 125.2738792370 125.2617639973 125.2514398233 125.2433250990 125.2377389418 125.2348933825 125.2348933825 
125.1639677052 125.1639677052 125.1663251113 125.1714195490 125.1798383247 125.1920645022 125.2081334899 125.2274523677 125.2489156957 125.2711876622 125.2929662228 125.3131428156 125.3308619242 125.3455194914 125.3567368157 125.3643324537 125.3683016685 125.3688042173 125.3661559085 125.3608160563 125.3533613418 125.3444374532 125.3346848664 125.3246454110 125.3146705005 125.3048643907 125.2950979691 125.2851152920 125.2747314313 125.2640951941 125.2539586331 125.2458369563 125.2418563999 125.2440680656 125.2533070438 125.2684431088 125.2871007796 125.3067796527 125.3255373263 125.3421629290 125.3560663941 125.3670807432 125.3752774000 125.3808274738 125.3839117783 125.3846727316 125.3831992158 125.3795351925 125.3737031673 125.3657346603 125.3557015659 125.3437441274 125.3300926211 125.3150804921 125.2991467887 125.2828258513 125.2667230406 125.2514774208 125.2377157243 125.2260055401 125.2168173674 125.2105028689 125.2072902393 125.2072902393 
125.1907964206 125.1907964206 125.1932108749 125.1982640231 125.2062848513 125.2174994106 125.2318136518 125.2487022355 125.2672725424 125.2864404281 125.3051121010 125.3223103490 125.3372369578 125.3492905951 125.3580635414 125.3633342427 125.3650644148 125.3634024621 125.3586893937 125.3514587029 125.3424179664 125.3323988690 125.3222670036 125.3127961528 125.3045331531 125.2977001708 125.2921849409 125.2876444657 125.2837042376 125.2802000299 125.2773892793 125.2760404826 125.2772923066 125.2822123208 125.2911765553 125.3035090003 125.3177956220 125.3324692013 125.3462376559 125.3582464007 125.3680524138 125.3755144007 125.3806683335 125.3836217643 125.3844791719 125.3833004700 125.3800895453 125.3748062945 125.3673938998 125.3578133196 125.3460786620 125.3322891513 125.3166548133 125.2995133799 125.2813354714 125.2627146201 125.2443392496 125.2269464107 125.2112622000 125.1979399655 125.1875111425 125.1803607459 125.1767291627 125.1767291627 
